player,date,team,opponent,points,assists,rebounds,fantasy_points,minutes,trend_phase,games_in_trend,dip_type,fantasy_points_roll_3,fantasy_points_pct_drop,cycle_performance_score,days_in_cycle,percent_drop_from_avg
Zia Cooke,2024-09-17,LAS,PHO,9,1,1,14.0,16.65,Peak,1,none,7.666666666666667,-0.2851637764932563,0.3410404624277456,13,-28.5
Jade Melbourne,2024-09-17,WAS,NYL,5,1,1,7.0,14.183333333333334,Stable,2,none,11.333333333333334,-0.072463768115942,-0.3849104859335039,9,-7.2
Napheesa Collier,2024-09-17,MIN,CON,25,2,6,46.0,38.98333333333333,Stable,2,none,42.666666666666664,-0.03915950334288429,0.12034383954154719,14,-3.9
Jackie Young,2024-09-17,LVA,SEA,16,6,4,27.0,29.183333333333334,Stable,1,none,27.0,0.0926430517711172,-0.0926430517711172,14,9.3
Laeticia Amihere,2024-09-17,ATL,CHI,0,0,0,0.0,2.4333333333333336,Trough,1,unknown,1.6666666666666667,0.519774011299435,0.0,0,52.0
Jaylyn Sherrod,2024-09-17,NYL,WAS,0,0,0,0.0,1.9666666666666668,Trough,1,unknown,2.0,0.4594594594594595,0.0,0,45.9
Myisha Hines-Allen,2024-09-17,MIN,CON,9,2,3,14.0,12.783333333333331,Stable,1,none,18.333333333333332,-0.07843137254901954,-0.17647058823529413,14,-7.8
Natasha Mack,2024-09-17,PHO,LAS,9,1,2,22.0,19.916666666666668,Peak,1,none,15.666666666666666,-0.15196078431372548,0.6176470588235294,14,-15.2
Natasha Cloud,2024-09-17,PHO,LAS,13,12,2,31.0,33.65,Peak,1,none,33.666666666666664,-0.21494143716365935,-0.04368471035137698,14,-21.5
Isabelle Harrison,2024-09-17,CHI,ATL,13,1,11,27.0,32.666666666666664,Peak,1,none,17.333333333333332,-0.3304904051172706,0.42004264392324087,0,-33.0
Haley Jones,2024-09-17,ATL,CHI,6,2,1,9.0,6.5,Recovery,2,none,5.0,0.4778067885117493,-0.06005221932114876,13,47.8
A'ja Wilson,2024-09-17,LVA,SEA,21,2,7,32.0,34.88333333333333,Trough,1,cycle,38.666666666666664,0.23111808826094546,-0.3636839351125066,14,23.1
Victoria Vivians,2024-09-17,SEA,LVA,0,2,2,4.0,7.75,Recovery,2,none,4.0,0.4814814814814815,0.03703703703703702,14,48.1
Moriah Jefferson,2024-09-17,CHI,ATL,0,1,0,1.0,9.55,Trough,1,unknown,1.3333333333333333,0.6592592592592592,0.0,0,65.9
Michaela Onyenwere,2024-09-17,CHI,ATL,8,1,1,10.0,34.68333333333333,Stable,1,none,22.0,-0.8333333333333334,-0.5416666666666666,13,-83.3
Alysha Clark,2024-09-17,LVA,SEA,2,1,3,6.0,22.316666666666663,Trough,1,cycle,7.666666666666667,0.48022598870056493,-0.5932203389830508,14,48.0
DeWanna Bonner,2024-09-17,CON,MIN,9,3,1,20.0,31.866666666666667,Recovery,1,none,20.666666666666668,0.26518518518518513,-0.21777777777777776,14,26.5
Mercedes Russell,2024-09-17,SEA,LVA,8,1,4,13.0,27.25,Peak,3,none,16.333333333333332,-0.7415946205571563,-0.1825168107588857,14,-74.2
Rachel Banham,2024-09-17,CHI,ATL,22,2,2,32.0,35.81666666666667,Peak,2,none,26.666666666666668,-1.4853064651553318,0.8173803526448362,14,-148.5
Julie Vanloo,2024-09-17,WAS,NYL,8,1,2,13.0,20.08333333333333,Trough,3,cycle,8.333333333333334,0.4824016563146998,-0.19254658385093174,14,48.2
Tina Charles,2024-09-17,ATL,CHI,16,4,14,38.0,32.46666666666667,Ascending,1,none,31.666666666666668,-0.058269065981148276,0.2699228791773779,13,-5.8
Crystal Dangerfield,2024-09-17,LAS,PHO,5,5,4,15.0,27.4,Trough,1,cycle,6.0,0.2173913043478261,0.36956521739130427,13,21.7
Dearica Hamby,2024-09-17,LAS,PHO,21,2,9,38.0,25.25,Stable,2,none,34.666666666666664,-0.0048309178743960665,-0.014492753623188406,13,-0.5
Odyssey Sims,2024-09-17,LAS,PHO,0,0,4,4.0,9.166666666666666,Descending,1,unknown,21.666666666666668,0.08127208480565361,0.0,0,8.1
Dana Evans,2024-09-17,CHI,ATL,3,1,1,5.0,10.433333333333334,Stable,1,none,11.666666666666666,0.1233140655105974,0.1271676300578034,13,12.3
Olivia Nelson-Ododa,2024-09-17,CON,MIN,2,0,0,2.0,2.583333333333333,Trough,1,cycle,4.0,0.5,-0.33333333333333337,14,50.0
Courtney Williams,2024-09-17,MIN,CON,8,12,5,31.0,31.966666666666665,Peak,1,none,28.333333333333332,-0.15764385427306765,0.26659856996935644,14,-15.8
Kamilla Cardoso,2024-09-15,CHI,PHO,2,0,3,9.0,9.0,Stable,4,none,22.333333333333332,0.04328424810352526,-0.17179830432842486,22,4.3
Stefanie Dolson,2024-09-15,WAS,ATL,2,1,6,9.0,32.05,Trough,1,unknown,16.0,0.23529411764705882,-0.02022058823529413,12,23.5
Astou Ndour-Fall,2024-09-15,CON,LVA,0,0,1,1.0,1.3,Stable,2,none,1.3333333333333333,0.4761904761904762,0.0,0,47.6
Arike Ogunbowale,2024-09-15,DAL,IND,27,5,3,42.0,38.016666666666666,Recovery,1,none,30.333333333333332,0.236138723216258,-0.026286724099845404,11,23.6
Isabelle Harrison,2024-09-15,CHI,PHO,10,1,8,19.0,31.0,Stable,2,none,15.666666666666666,-0.20255863539445618,0.25373134328358193,26,-20.3
Lorela Cubaj,2024-09-15,ATL,WAS,0,0,0,0.0,4.15,Stable,1,none,7.0,-0.7657657657657657,-0.8108108108108109,0,-76.6
Natasha Howard,2024-09-15,DAL,IND,26,5,10,41.0,34.93333333333333,Recovery,1,none,27.333333333333332,0.13684210526315796,0.0,0,13.7
Kate Martin,2024-09-15,LVA,CON,0,0,0,0.0,1.3,Trough,1,cycle,0.3333333333333333,0.9491778774289985,-1.0,8,94.9
Rickea Jackson,2024-09-15,LAS,SEA,22,2,3,33.0,37.766666666666666,Stable,1,none,28.666666666666668,-0.3119755911517925,0.02212051868802429,11,-31.2
Damiris Dantas,2024-09-15,IND,DAL,6,0,3,11.0,12.016666666666667,Peak,1,none,11.333333333333334,-0.28060263653484,0.0,0,-28.1
Azurá Stevens,2024-09-15,LAS,SEA,6,1,6,15.0,19.9,Peak,2,none,30.666666666666668,-0.3105413105413107,0.0,0,-31.1
Haley Jones,2024-09-15,ATL,WAS,2,1,1,6.0,8.6,Recovery,1,none,4.0,0.5822454308093995,0.07049608355091391,11,58.2
Dana Evans,2024-09-15,CHI,PHO,13,5,2,23.0,19.95,Recovery,1,none,11.666666666666666,0.1233140655105974,-0.22350674373795762,11,12.3
Moriah Jefferson,2024-09-15,CHI,PHO,2,1,0,3.0,4.4,Stable,1,none,1.6666666666666667,0.5740740740740741,0.0,0,57.4
Natasha Mack,2024-09-15,PHO,CHI,5,2,5,14.0,22.6,Stable,1,none,11.666666666666666,0.14215686274509806,0.10294117647058826,12,14.2
Kayla Thornton,2024-09-15,NYL,MIN,3,0,0,4.0,17.133333333333333,Trough,2,unknown,4.666666666666667,0.6045197740112994,-0.06779661016949158,12,60.5
Chennedy Carter,2024-09-15,CHI,PHO,20,4,4,34.0,34.0,Stable,3,none,28.333333333333332,-0.05174353205849271,0.15073115860517441,11,-5.2
Sophie Cunningham,2024-09-15,PHO,CHI,13,2,5,25.0,35.45,Stable,1,none,16.666666666666668,0.09909909909909903,0.4594594594594595,12,9.9
Rachel Banham,2024-09-15,CHI,PHO,17,7,5,36.0,35.6,Peak,1,none,17.666666666666668,-0.6465155331654073,0.3358522250209908,12,-64.7
Myisha Hines-Allen,2024-09-15,MIN,NYL,12,2,6,20.0,19.683333333333334,Peak,3,none,21.333333333333332,-0.25490196078431365,0.11764705882352941,12,-25.5
Natasha Cloud,2024-09-15,PHO,CHI,18,11,4,37.0,36.16666666666666,Stable,1,none,28.333333333333332,-0.022475466919911362,-0.007597340930674224,12,-2.2
Rae Burrell,2024-09-15,LAS,SEA,4,3,4,17.0,22.65,Peak,1,none,14.0,-0.1935483870967742,-0.20430107526881716,11,-19.4
NaLyssa Smith,2024-09-15,IND,DAL,8,0,6,16.0,19.183333333333334,Recovery,2,none,17.666666666666668,0.21481481481481476,-0.2592592592592592,12,21.5
Kelsey Plum,2024-09-15,LVA,CON,14,4,3,23.0,25.55,Trough,1,cycle,22.0,0.23999999999999996,-0.13636363636363633,12,24.0
Jade Melbourne,2024-09-15,WAS,ATL,6,2,1,14.0,15.35,Stable,1,none,14.0,-0.3248081841432224,0.04092071611253188,7,-32.5
Jacy Sheldon,2024-09-15,DAL,IND,4,6,1,17.0,31.0,Stable,1,none,13.666666666666666,-0.09772423025435076,0.044176706827309294,11,-9.8
Sydney Colson,2024-09-15,LVA,CON,0,0,0,0.0,4.95,Trough,1,cycle,3.3333333333333335,0.4061302681992337,-0.4655172413793104,12,40.6
Alyssa Thomas,2024-09-15,CON,LVA,6,7,5,20.0,32.21666666666667,Trough,1,unknown,25.0,0.19159256265157643,-0.008353543519267028,12,19.2
Megan Gustafson,2024-09-15,LVA,CON,8,0,2,18.0,19.35,Ascending,1,none,8.0,-0.08185053380782922,0.6903914590747332,12,-8.2
Napheesa Collier,2024-09-15,MIN,NYL,18,4,13,43.0,32.96666666666667,Stable,1,none,38.666666666666664,0.05826170009551112,0.07163323782234948,12,5.8
Alysha Clark,2024-09-15,LVA,CON,2,3,4,9.0,15.7,Stable,2,none,14.333333333333334,0.028248587570621427,-0.423728813559322,12,2.8
Courtney Vandersloot,2024-09-15,NYL,MIN,2,3,1,8.0,14.666666666666666,Trough,1,cycle,14.333333333333334,0.15365079365079354,-0.5276190476190475,12,15.4
Gabby Williams,2024-09-15,SEA,LAS,22,3,6,41.0,35.2,Peak,1,none,34.666666666666664,-0.5294117647058821,0.0,0,-52.9
Jackie Young,2024-09-15,LVA,CON,13,7,8,31.0,28.516666666666666,Recovery,2,none,22.333333333333332,0.24947017862549203,-0.042234332425068154,12,24.9
Lindsay Allen,2024-09-15,CHI,PHO,6,7,6,19.0,26.05,Peak,2,none,20.666666666666668,-0.39404159640247344,-0.14558740865654862,11,-39.4
Jaelyn Brown,2024-09-15,DAL,IND,0,0,1,1.0,2.7,Stable,1,none,11.666666666666666,-0.8992248062015502,0.0,0,-89.9
Jaylyn Sherrod,2024-09-15,NYL,MIN,0,0,0,0.0,0.1333333333333333,Stable,1,none,2.3333333333333335,0.36936936936936937,0.0,0,36.9
Rhyne Howard,2024-09-15,ATL,WAS,14,3,5,30.0,44.36666666666667,Descending,1,unknown,29.333333333333332,0.09278350515463928,0.03092783505154639,11,9.3
Crystal Dangerfield,2024-09-15,LAS,SEA,0,0,2,2.0,3.466666666666667,Stable,2,none,7.333333333333333,0.04347826086956529,0.5652173913043478,11,4.3
Stephanie Talbot,2024-09-15,LAS,SEA,0,2,2,6.0,16.416666666666668,Recovery,2,none,4.666666666666667,0.5606446140797285,-0.18405428329092452,11,56.1
Kelsey Mitchell,2024-09-15,IND,DAL,30,1,0,37.0,30.016666666666666,Ascending,1,none,32.0,-0.14901256732495505,0.40035906642728897,12,-14.9
Ariel Atkins,2024-09-15,WAS,ATL,16,2,2,25.0,40.91666666666666,Trough,1,unknown,20.0,0.2640294388224471,0.06715731370745168,12,26.4
Betnijah Laney-Hamilton,2024-09-15,NYL,MIN,5,1,1,8.0,23.6,Descending,1,cycle,20.0,0.13446676970633695,-0.6537867078825348,12,13.4
Skylar Diggins,2024-09-15,SEA,LAS,19,6,1,35.0,33.916666666666664,Peak,1,none,40.333333333333336,-0.32894014277869305,0.05436573311367376,12,-32.9
Jonquel Jones,2024-09-15,NYL,MIN,9,0,5,17.0,22.866666666666667,Trough,1,cycle,24.666666666666668,0.22916666666666663,-0.25,12,22.9
Sevgi Uzun,2024-09-15,DAL,IND,3,2,1,9.0,10.433333333333334,Recovery,3,none,9.666666666666666,0.1859649122807018,0.6561403508771931,11,18.6
Jordin Canada,2024-09-15,ATL,WAS,14,5,2,24.0,35.36666666666667,Trough,1,unknown,19.333333333333332,0.2043895747599452,0.0,0,20.4
Olivia Nelson-Ododa,2024-09-15,CON,LVA,0,0,3,5.0,9.616666666666667,Peak,1,none,9.333333333333334,-0.16666666666666674,0.08333333333333326,12,-16.7
Katie Lou Samuelson,2024-09-15,IND,DAL,0,1,1,4.0,11.133333333333333,Trough,2,cycle,2.3333333333333335,0.7666666666666666,-0.2666666666666667,12,76.7
Brittney Griner,2024-09-15,PHO,CHI,26,5,10,45.0,32.7,Peak,1,none,36.0,-0.15755627009646297,0.1736334405144694,16,-15.8
Celeste Taylor,2024-09-15,PHO,CHI,3,1,1,7.0,29.73333333333333,Stable,2,none,11.0,-0.4235294117647058,0.0,0,-42.4
Brittney Sykes,2024-09-15,WAS,ATL,6,3,3,16.0,32.31666666666667,Stable,1,none,27.666666666666668,-0.2146341463414634,0.0,0,-21.5
Diamond Miller,2024-09-15,MIN,NYL,0,0,0,0.0,0.1333333333333333,Trough,1,unknown,2.3333333333333335,0.6287878787878788,0.0,0,62.9
Joyner Holmes,2024-09-15,SEA,LAS,3,1,5,11.0,15.783333333333331,Peak,1,none,9.666666666666666,-0.42622950819672123,0.0,0,-42.6
Julie Vanloo,2024-09-15,WAS,ATL,3,1,2,7.0,14.166666666666666,Trough,2,cycle,9.333333333333334,0.4202898550724638,-0.3478260869565218,12,42.0
Marina Mabrey,2024-09-15,CON,LVA,18,4,5,29.0,27.566666666666663,Peak,1,none,33.666666666666664,-0.1875367430922985,-0.17695473251028815,11,-18.8
Brionna Jones,2024-09-15,CON,LVA,17,2,9,28.0,30.383333333333333,Stable,1,none,31.333333333333332,-0.29209621993127144,0.15463917525773196,12,-29.2
Nneka Ogwumike,2024-09-15,SEA,LAS,23,1,7,36.0,31.116666666666667,Stable,1,none,30.333333333333332,0.05923442302319084,0.05448449287510482,12,5.9
Dearica Hamby,2024-09-15,LAS,SEA,25,4,11,45.0,36.46666666666667,Stable,1,none,31.333333333333332,0.0917874396135266,0.11111111111111117,11,9.2
Caitlin Clark,2024-09-15,IND,DAL,35,8,2,57.0,35.85,Stable,1,none,40.666666666666664,-0.007223942208462274,0.25490196078431365,12,-0.7
DiJonai Carrington,2024-09-15,CON,LVA,8,3,4,15.0,24.433333333333334,Descending,1,cycle,21.333333333333332,0.11016042780748668,-0.5411764705882353,12,11.0
Satou Sabally,2024-09-15,DAL,IND,27,6,9,51.0,37.28333333333333,Stable,1,none,32.333333333333336,0.08834586466165412,0.0,0,8.8
Odyssey Sims,2024-09-15,LAS,SEA,20,5,1,34.0,36.53333333333333,Stable,1,none,24.666666666666668,-0.04593639575971742,0.0,0,-4.6
Sami Whitcomb,2024-09-15,SEA,LAS,0,4,2,6.0,17.1,Trough,1,cycle,7.333333333333333,0.36645068394528435,-0.42404607631389485,12,36.6
Michaela Onyenwere,2024-09-15,CHI,PHO,18,1,9,36.0,40.0,Peak,2,none,22.666666666666668,-0.888888888888889,0.875,11,-88.9
Nyara Sabally,2024-09-15,NYL,MIN,9,1,3,17.0,17.133333333333333,Peak,1,none,16.0,-0.253012048192771,0.0,0,-25.3
Nika Mühl,2024-09-15,SEA,LAS,0,0,1,1.0,2.25,Peak,2,none,2.3333333333333335,-0.6231884057971016,0.0,0,-62.3
Diana Taurasi,2024-09-15,PHO,CHI,25,6,3,37.0,28.633333333333333,Stable,1,none,27.333333333333332,-0.03907074973600834,0.3305174234424498,12,-3.9
Maya Caldwell,2024-09-15,ATL,WAS,4,1,1,6.0,7.766666666666667,Recovery,3,none,8.333333333333334,0.19250645994832039,0.0,0,19.3
Emily Engstler,2024-09-15,WAS,ATL,8,1,4,17.0,26.5,Ascending,1,none,17.333333333333332,-0.14364261168384873,0.41855670103092785,7,-14.4
Natisha Hiedeman,2024-09-15,MIN,NYL,5,2,2,10.0,10.716666666666669,Trough,1,unknown,8.666666666666666,0.22962962962962968,0.022222222222222223,12,23.0
Cecilia Zandalasini,2024-09-15,MIN,NYL,2,1,1,4.0,9.133333333333333,Descending,1,cycle,8.333333333333334,0.05033238366571697,-0.7720797720797721,12,5.0
Lou Lopez Sénéchal,2024-09-15,DAL,IND,0,0,0,0.0,0.5666666666666667,Trough,1,unknown,1.3333333333333333,0.34545454545454557,0.0,0,34.5
Breanna Stewart,2024-09-15,NYL,MIN,38,1,18,64.0,36.333333333333336,Stable,1,none,40.333333333333336,-0.019060283687943266,0.33909574468085096,12,-1.9
Sabrina Ionescu,2024-09-15,NYL,MIN,13,8,2,27.0,32.5,Stable,4,none,33.333333333333336,0.02862985685071573,0.0636503067484662,12,2.9
Erica Wheeler,2024-09-15,IND,DAL,3,1,1,6.0,14.15,Recovery,1,none,5.333333333333333,0.35202492211838005,-0.2710280373831775,12,35.2
Mercedes Russell,2024-09-15,SEA,LAS,5,1,6,18.0,23.65,Peak,2,none,12.666666666666666,-0.3506243996157539,0.10182516810758885,12,-35.1
Monique Billings,2024-09-15,PHO,CHI,0,1,2,3.0,11.866666666666667,Trough,1,cycle,9.666666666666666,0.436745406824147,0.2964566929133859,8,43.7
Chelsea Gray,2024-09-15,LVA,CON,9,3,2,19.0,24.616666666666667,Stable,1,none,25.333333333333332,-0.1875,0.0,0,-18.8
Sika Koné,2024-09-15,WAS,ATL,11,0,4,16.0,17.066666666666666,Peak,1,none,18.0,-1.5051546391752577,0.0,0,-150.5
Maddy Siegrist,2024-09-15,DAL,IND,2,1,0,3.0,5.116666666666666,Descending,1,unknown,13.333333333333334,0.14691943127962082,0.0,0,14.7
Naz Hillmon,2024-09-15,ATL,WAS,10,0,6,22.0,36.333333333333336,Peak,1,none,21.333333333333332,-0.5430982519590114,0.12115732368896931,11,-54.3
Dorka Juhász,2024-09-15,MIN,NYL,0,0,1,1.0,2.7333333333333334,Trough,2,cycle,3.6666666666666665,0.6835871404399324,-0.43908629441624364,1,68.4
Jordan Horston,2024-09-15,SEA,LAS,16,2,4,25.0,25.416666666666668,Descending,1,cycle,15.666666666666666,0.08532934131736528,0.14820359281437137,12,8.5
Kayla McBride,2024-09-15,MIN,NYL,11,6,1,23.0,33.43333333333333,Recovery,2,none,20.333333333333332,0.22178606476938179,0.22473012757605498,12,22.2
Bridget Carleton,2024-09-15,MIN,NYL,19,2,2,30.0,37.3,Ascending,1,none,23.333333333333332,-0.13749999999999984,0.1456249999999999,12,-13.7
DeWanna Bonner,2024-09-15,CON,LVA,6,2,6,20.0,36.083333333333336,Trough,3,cycle,18.0,0.36,-0.17037037037037042,12,36.0
Courtney Williams,2024-09-15,MIN,NYL,15,5,3,25.0,29.28333333333333,Ascending,1,none,26.666666666666668,-0.08954715696288729,-0.08069458631256389,12,-9.0
Nia Coffey,2024-09-15,ATL,WAS,0,0,1,1.0,6.383333333333334,Trough,3,unknown,1.3333333333333333,0.8538812785388128,0.0136986301369863,11,85.4
Shatori Walker-Kimbrough,2024-09-15,WAS,ATL,13,1,2,18.0,26.1,Stable,1,none,14.666666666666666,0.018952062430323293,0.23745819397993317,12,1.9
Kalani Brown,2024-09-15,DAL,IND,6,0,2,8.0,11.066666666666666,Recovery,1,none,6.666666666666667,0.41043083900226757,-0.23356009070294795,11,41.0
Karlie Samuelson,2024-09-15,WAS,ATL,8,3,2,19.0,20.53333333333333,Recovery,1,none,12.666666666666666,0.2410468319559229,0.2283057851239669,12,24.1
Tina Charles,2024-09-15,ATL,WAS,20,3,10,37.0,40.98333333333333,Stable,1,none,30.0,-0.0025706940874035897,0.06940874035989716,11,-0.3
Teaira McCowan,2024-09-15,DAL,IND,14,3,6,29.0,28.916666666666668,Peak,1,none,31.666666666666668,-0.2731958762886598,-0.2494845360824742,11,-27.3
Kiah Stokes,2024-09-15,LVA,CON,3,2,5,15.0,23.166666666666668,Peak,2,none,12.333333333333334,-0.25260416666666663,0.16796874999999994,12,-25.3
Tiffany Hayes,2024-09-15,LVA,CON,6,2,0,9.0,19.366666666666667,Descending,1,cycle,15.666666666666666,0.1008695652173914,-0.13913043478260875,18,10.1
Veronica Burton,2024-09-15,CON,LVA,0,1,0,1.0,5.833333333333333,Stable,1,none,6.666666666666667,0.18313570487483535,-0.7140974967061923,15,18.3
Alanna Smith,2024-09-15,MIN,NYL,6,4,7,21.0,24.48333333333333,Stable,1,none,23.333333333333332,0.09452736318407967,0.04776119402985071,12,9.5
A'ja Wilson,2024-09-15,LVA,CON,29,3,9,45.0,35.4,Recovery,1,none,45.0,0.10518053375196235,0.05389848246991102,12,10.5
Kennedy Burke,2024-09-15,NYL,MIN,0,1,1,8.0,8.166666666666666,Peak,1,none,9.333333333333334,-0.15526601520086863,0.2377850162866449,12,-15.5
Victoria Vivians,2024-09-15,SEA,LAS,2,1,0,5.0,15.566666666666666,Recovery,1,none,3.3333333333333335,0.5679012345679013,-0.4814814814814815,12,56.8
Aliyah Boston,2024-09-15,IND,DAL,15,6,6,31.0,31.0,Trough,1,cycle,25.0,0.1776315789473684,0.10745614035087717,12,17.8
Allisha Gray,2024-09-15,ATL,WAS,12,3,9,33.0,41.06666666666667,Stable,1,none,32.0,-0.14798206278026907,-0.2914798206278027,11,-14.8
Tyasha Harris,2024-09-15,CON,LVA,16,1,1,22.0,31.266666666666666,Stable,1,none,17.666666666666668,0.09580052493438322,-0.07874015748031504,12,9.6
Alissa Pili,2024-09-15,MIN,NYL,0,0,0,0.0,0.1333333333333333,Trough,2,unknown,0.3333333333333333,0.9320987654320988,0.0,0,93.2
Temi Fágbénlé,2024-09-15,IND,DAL,7,1,3,14.0,17.816666666666666,Descending,1,unknown,12.333333333333334,0.14675052410901465,0.0,0,14.7
Kia Nurse,2024-09-15,LAS,SEA,4,1,3,10.0,16.233333333333334,Trough,3,cycle,6.666666666666667,0.4801819363222872,-0.19428200129954507,11,48.0
Lexie Hull,2024-09-15,IND,DAL,6,3,4,15.0,28.866666666666667,Stable,2,none,14.333333333333334,-0.20329218106995886,0.2872427983539095,10,-20.3
Li Yueru,2024-09-15,LAS,SEA,4,0,4,8.0,5.333333333333333,Trough,2,cycle,6.333333333333333,0.399833748960931,0.10556940980881128,11,40.0
Leonie Fiebich,2024-09-15,NYL,MIN,0,2,4,12.0,27.466666666666665,Stable,3,none,17.333333333333332,-0.14980652294085128,-0.004975124378109406,12,-15.0
Zia Cooke,2024-09-15,LAS,SEA,2,0,0,2.0,5.233333333333333,Trough,1,cycle,5.0,0.161849710982659,-0.5529865125240848,11,16.2
Lindsay Allen,2024-09-13,CHI,MIN,10,5,4,20.0,27.916666666666668,Peak,1,none,17.333333333333332,-0.1691961776278808,0.34907251264755484,9,-16.9
Skylar Diggins,2024-09-13,SEA,DAL,21,4,1,39.0,34.35,Stable,1,none,39.333333333333336,-0.29599121361889075,0.33443163097199335,10,-29.6
Nia Coffey,2024-09-13,ATL,WAS,0,0,0,0.0,3.2333333333333334,Trough,2,cycle,5.333333333333333,0.4155251141552512,-0.817351598173516,9,41.6
Kamilla Cardoso,2024-09-13,CHI,MIN,16,0,10,32.0,37.333333333333336,Stable,3,none,29.333333333333332,-0.25658188308790714,0.3708165997322624,20,-25.7
Kelsey Mitchell,2024-09-13,IND,LVA,20,0,2,27.0,35.333333333333336,Stable,1,none,29.666666666666668,-0.06523040095751047,0.14003590664272886,10,-6.5
Veronica Burton,2024-09-13,CON,PHO,5,1,3,10.0,9.733333333333333,Recovery,2,none,6.666666666666667,0.18313570487483535,0.5111989459815546,13,18.3
Erica Wheeler,2024-09-13,IND,LVA,2,1,0,3.0,15.533333333333331,Trough,1,unknown,3.6666666666666665,0.5545171339563864,-0.028037383177569996,10,55.5
Aaliyah Edwards,2024-09-13,WAS,ATL,0,1,3,6.0,10.533333333333331,Stable,1,none,17.666666666666668,0.0005546311702716669,-0.6605657237936772,10,0.1
Chennedy Carter,2024-09-13,CHI,MIN,17,5,6,30.0,32.75,Stable,2,none,30.0,-0.1136107986501688,0.1136107986501688,9,-11.4
Lexie Hull,2024-09-13,IND,LVA,2,1,2,7.0,35.13333333333333,Stable,1,none,17.333333333333332,-0.45514403292181055,-0.16049382716049385,8,-45.5
Chelsea Gray,2024-09-13,LVA,IND,21,6,2,33.0,29.966666666666665,Peak,1,none,27.0,-0.26562500000000006,0.0,0,-26.6
Tina Charles,2024-09-13,ATL,WAS,13,0,5,20.0,31.216666666666665,Descending,1,cycle,27.666666666666668,0.07540702656383887,-0.14224507283633245,9,7.5
Dorka Juhász,2024-09-13,MIN,CHI,3,2,3,8.0,10.283333333333331,Trough,1,cycle,7.0,0.3959390862944162,-0.3096446700507614,27,39.6
Maya Caldwell,2024-09-13,ATL,WAS,7,1,1,10.0,8.2,Recovery,2,none,7.666666666666667,0.2571059431524548,0.0,0,25.7
Celeste Taylor,2024-09-13,PHO,CON,3,0,4,12.0,30.1,Stable,1,none,15.333333333333334,-0.9843137254901961,0.0,0,-98.4
Karlie Samuelson,2024-09-13,WAS,ATL,3,1,0,5.0,18.23333333333333,Trough,1,cycle,11.0,0.34090909090909094,-0.7004132231404959,10,34.1
Emily Engstler,2024-09-13,WAS,ATL,0,4,5,13.0,23.116666666666667,Stable,3,none,16.0,-0.05567010309278351,-0.1422680412371134,5,-5.6
Diana Taurasi,2024-09-13,PHO,CON,7,4,1,15.0,25.65,Trough,1,cycle,19.666666666666668,0.25237592397043296,-0.2206969376979937,10,25.2
Naz Hillmon,2024-09-13,ATL,WAS,10,1,11,24.0,32.95,Stable,1,none,20.0,-0.4466546112115733,0.4948764315852925,9,-44.7
Jordan Horston,2024-09-13,SEA,DAL,2,2,4,8.0,9.866666666666667,Stable,1,none,16.333333333333332,0.04640718562874256,-0.4161676646706587,10,4.6
Rhyne Howard,2024-09-13,ATL,WAS,11,4,3,31.0,38.96666666666667,Stable,2,none,36.333333333333336,-0.12371134020618556,0.29896907216494834,9,-12.4
Sophie Cunningham,2024-09-13,PHO,CON,4,1,3,11.0,27.866666666666667,Trough,2,cycle,12.0,0.35135135135135137,-0.16216216216216217,10,35.1
Courtney Williams,2024-09-13,MIN,CHI,14,10,3,29.0,27.183333333333334,Stable,2,none,24.333333333333332,0.005788219271365445,0.18488253319713988,10,0.6
Mercedes Russell,2024-09-13,SEA,DAL,9,2,5,18.0,28.03333333333333,Peak,1,none,12.0,-0.27953890489913535,0.17291066282420742,10,-28.0
Stefanie Dolson,2024-09-13,WAS,ATL,13,1,8,23.0,29.73333333333333,Stable,1,none,20.666666666666668,0.01225490196078427,0.09926470588235292,10,1.2
Dana Evans,2024-09-13,CHI,MIN,3,2,1,7.0,12.083333333333334,Trough,1,cycle,11.0,0.1734104046242775,-0.4739884393063584,9,17.3
DeWanna Bonner,2024-09-13,CON,PHO,14,2,4,22.0,27.45,Trough,2,unknown,19.666666666666668,0.3007407407407407,-0.016296296296296253,10,30.1
Olivia Nelson-Ododa,2024-09-13,CON,PHO,2,1,2,5.0,12.416666666666666,Stable,1,none,8.0,0.0,-0.16666666666666663,10,0.0
